293
1     0.000000       2.500000      
2     0.364177       2.472554      
3     0.719487       2.393318      
4     1.063747       2.261983      
5     1.383368       2.081751      
6     1.674511       1.855125      
7     1.932523       1.584729      
8     2.142143       1.288885      
9     2.296144       0.986480      
10    2.409406       0.666686      
11    2.476272       0.336887      
12    2.500000       0.000000      
13    2.859723       0.000000      
14    3.230739       0.000000      
15    3.619319       0.000000      
16    4.027942       0.000000      
17    4.459900       0.000000      
18    4.919547       0.000000      
19    5.412847       0.000000      
20    5.948227       0.000000      
21    6.538196       0.000000      
22    7.202853       0.000000      
23    7.977959       0.000000      
24    8.938361       0.000000      
25    10.279284      0.000000      
26    12.207739      0.000000      
27    14.155377      0.000000      
28    16.103484      0.000000      
29    18.051720      0.000000      
30    20.000000      0.000000      
31    20.000000      1.999972      
32    20.000000      3.999934      
33    20.000000      5.999886      
34    20.000000      7.999843      
35    20.000000      9.999821      
36    20.000000      11.999823     
37    20.000000      13.999845     
38    20.000000      15.999884     
39    20.000000      17.999938     
40    20.000000      20.000000     
41    17.999938      20.000000     
42    15.999884      20.000000     
43    13.999844      20.000000     
44    11.999823      20.000000     
45    9.999821       20.000000     
46    7.999843       20.000000     
47    5.999886       20.000000     
48    3.999934       20.000000     
49    1.999972       20.000000     
50    0.000000       20.000000     
51    0.000000       18.152531     
52    0.000000       16.305101     
53    0.000000       14.457775     
54    0.000000       12.610779     
55    0.000000       10.768598     
56    0.000000       9.319364      
57    0.000000       8.313955      
58    0.000000       7.520385      
59    0.000000       6.848073      
60    0.000000       6.255759      
61    0.000000       5.720945      
62    0.000000       5.229944      
63    0.000000       4.773665      
64    0.000000       4.345786      
65    0.000000       3.941675      
66    0.000000       3.557843      
67    0.000000       3.191651      
68    0.000000       2.841034      
69    0.393297       2.776311      
70    0.782065       2.678550      
71    1.162811       2.536808      
72    1.528654       2.346987      
73    1.868715       2.100911      
74    2.158010       1.798177      
75    2.391908       1.463694      
76    2.572464       1.115091      
77    2.706709       0.751100      
78    2.799128       0.378432      
79    3.153487       0.425087      
80    3.538035       0.477847      
81    3.954212       0.533536      
82    4.403455       0.591973      
83    4.885271       0.639964      
84    5.399852       0.700069      
85    5.959879       0.777300      
86    6.584781       0.880471      
87    7.304117       1.008687      
88    8.162816       1.166489      
89    9.230991       1.345101      
90    10.602712      1.528415      
91    12.314319      1.681216      
92    14.174007      1.797210      
93    16.096100      1.881516      
94    18.043620      1.945759      
95    18.025112      3.900378      
96    17.993736      5.872642      
97    17.957215      7.867206      
98    17.930439      9.884094      
99    17.923286      11.912561     
100   17.932541      13.942385     
101   17.951521      15.966543     
102   17.974937      17.985138     
103   15.947435      17.972597     
104   13.916354      17.966420     
105   11.884088      17.971019     
106   9.857459       17.993070     
107   7.847649       18.031616     
108   5.859987       18.075941     
109   3.893835       18.112499     
110   1.942881       18.137218     
111   1.877318       16.281721     
112   1.793813       14.447637     
113   1.684147       12.662368     
114   1.541527       10.991870     
115   1.370941       9.585631      
116   1.191450       8.489590      
117   1.030423       7.615228      
118   0.896408       6.890639      
119   0.789951       6.262996      
120   0.705250       5.705147      
121   0.638150       5.195189      
122   0.583764       4.724561      
123   0.538753       4.283039      
124   0.499644       3.868832      
125   0.463184       3.477960      
126   0.427271       3.113444      
127   0.853077       3.006012      
128   1.277296       2.861082      
129   1.700022       2.665448      
130   2.113451       2.406294      
131   2.438572       2.040337      
132   2.693997       1.656282      
133   2.894449       1.257134      
134   3.044925       0.846697      
135   3.423723       0.950865      
136   3.844535       1.069020      
137   4.310999       1.191455      
138   4.812963       1.273157      
139   5.335613       1.379409      
140   5.899224       1.532885      
141   6.529399       1.731477      
142   7.257464       1.989896      
143   8.130311       2.307024      
144   9.212151       2.685496      
145   10.579593      3.082404      
146   12.267090      3.398175      
147   14.125826      3.622736      
148   16.060381      3.782240      
149   15.988924      5.719755      
150   15.900670      7.710424      
151   15.837438      9.752257      
152   15.826694      11.821801     
153   15.852818      13.886777     
154   15.896728      15.937325     
155   13.831952      15.917886     
156   11.759622      15.921909     
157   9.696077       15.963800     
158   7.670191       16.054409     
159   5.697234       16.154388     
160   3.770676       16.234752     
161   3.612629       14.382660     
162   3.397730       12.595411     
163   3.109465       10.941761     
164   2.746564       9.537175      
165   2.363433       8.432626      
166   2.030509       7.555903      
167   1.765343       6.825516      
168   1.556637       6.197110      
169   1.393745       5.632539      
170   1.263731       5.119410      
171   1.159210       4.639956      
172   1.072552       4.192803      
173   0.997505       3.768704      
174   0.926683       3.372295      
175   1.394116       3.230948      
176   1.881025       3.051366      
177   2.446271       2.811555      
178   2.787091       2.307461      
179   3.049627       1.858800      
180   3.263966       1.416958      
181   3.684991       1.595166      
182   4.175330       1.841755      
183   4.711285       1.875026      
184   5.218205       2.020872      
185   5.759364       2.235112      
186   6.360542       2.528641      
187   7.051353       2.902399      
188   7.872665       3.387830      
189   8.893984       3.996718      
190   10.223242      4.715846      
191   12.038333      5.197678      
192   13.993703      5.511071      
193   13.811349      7.494192      
194   13.684137      9.588655      
195   13.687032      11.726815     
196   13.749968      13.841856     
197   11.621695      13.824902     
198   9.490421       13.880160     
199   7.436073       14.056333     
200   5.482880       14.247196     
201   5.181510       12.380480     
202   4.743897       10.634880     
203   4.139103       9.169253      
204   3.477001       8.139582      
205   2.961476       7.329020      
206   2.572470       6.651329      
207   2.278141       6.048194      
208   2.047625       5.504136      
209   1.865445       4.995132      
210   1.717609       4.521863      
211   1.596415       4.069565      
212   1.492698       3.641929      
213   1.984286       3.487529      
214   2.987444       2.964302      
215   3.211720       2.509421      
216   3.449179       2.064910      
217   4.313240       2.248668      
218   4.624785       2.378194      
219   5.052173       2.582342      
220   5.539981       2.868616      
221   6.083532       3.231259      
222   6.692169       3.707990      
223   7.395826       4.328606      
224   8.247092       5.196576      
225   9.365312       6.570829      
226   11.654859      7.161831      
227   3.845232       2.285856      
228   4.129148       2.538359      
229   11.477473      11.648968     
230   9.200922       11.659401     
231   7.091386       12.035617     
232   6.539354       10.024957     
233   5.575417       8.355184      
234   4.439258       7.598470      
235   3.754691       6.959401      
236   3.283542       6.373680      
237   2.929517       5.833205      
238   2.654078       5.316493      
239   2.431222       4.832468      
240   2.251119       4.365299      
241   2.103802       3.922904      
242   2.459802       3.338498      
243   2.823833       3.287344      
244   11.390551      9.367697      
245   8.730697       9.064220      
246   5.605354       7.275494      
247   4.931952       6.929150      
248   4.329081       6.500546      
249   3.864369       6.042146      
250   3.500630       5.561633      
251   3.201116       5.092207      
252   2.954654       4.627346      
253   2.749983       4.185208      
254   2.584409       3.751736      
255   7.141118       7.667961      
256   6.291201       6.535352      
257   7.944405       6.708926      
258   3.021164       3.566373      
259   3.464769       3.233272      
260   3.616787       2.713887      
261   3.938438       2.811173      
262   4.409071       2.792459      
263   4.805902       3.076112      
264   5.246131       3.407884      
265   5.715849       3.828355      
266   6.216403       4.348017      
267   6.744722       5.022998      
268   7.313607       5.866966      
269   5.343485       6.303453      
270   4.744880       6.062828      
271   4.338177       5.693783      
272   3.993271       5.274375      
273   3.692334       4.830484      
274   3.428857       4.400786      
275   3.208796       3.972312      
276   4.059569       3.193426      
277   4.500425       3.501519      
278   4.898222       3.870206      
279   5.296935       4.300779      
280   5.683782       4.836668      
281   6.032169       5.519209      
282   5.379880       5.679877      
283   4.957678       5.712322      
284   4.728334       5.391292      
285   4.434444       4.973677      
286   4.131106       4.556001      
287   3.855024       4.143120      
288   3.626829       3.744100      
289   3.971966       3.602553      
290   4.217940       3.879519      
291   4.533010       4.243075      
292   4.862471       4.674440      
293   5.170579       5.145463 
